id,word_x,pred_stem,pred_pos,pred_tags,pred_sep_form,unrecognized,word_y,stem,pos,tags,sep_form,check_stem,check_pos,check_tags,check_sep_form,check_all
601,хупӀ,хупӀ,n,abs,хупӀ,0,хупӀ,хупӀ,adv,,хупӀ,1.0,0.0,0.0,1.0,0.0
601,хупӀ,хупӀ,part,,хупӀ,0,хупӀ,хупӀ,adv,,хупӀ,1.0,0.0,1.0,1.0,0.0
602,ваз,вун,prn,dat,ва-з,0,ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
603,аязди,аяз,n,erg,аяз-ди,0,аязди,аяз,n,erg,аяз-ди,1.0,1.0,1.0,1.0,1.0
604,Гила,гила,adv,,гила,0,Гила,гила,adv,,гила,1.0,1.0,1.0,1.0,1.0
605,ачух,ачух,adj,,ачух,0,ачух,ачух,adj,,ачух,1.0,1.0,1.0,1.0,1.0
606,я,я,cop,imperf,я,0,я,я,cop,imperf,я,1.0,1.0,1.0,1.0,1.0
607,ваз,вун,prn,dat,ва-з,0,ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
608,майдан,майдан,n,abs,майдан,0,майдан,майдан,n,abs,майдан,1.0,1.0,1.0,1.0,1.0
609,бахтавар,бахтавар,adj,,бахтавар,0,бахтавар,бахтавар,n,abs,бахтавар,1.0,0.0,0.0,1.0,0.0
609,бахтавар,бахтавар,n,abs,бахтавар,0,бахтавар,бахтавар,n,abs,бахтавар,1.0,1.0,1.0,1.0,1.0
610,Цуькверивди,цуьк,n,"ad, directive, pl",цуькв-ери-в-ди,0,Цуькверивди,цуьк,n,"ad, directive, pl",цуькв-ери-в-ди,1.0,1.0,1.0,1.0,1.0
611,дигай,дигай,adj,,дигай,0,дигай,дига,verb,"aor, ptp",диг-ай,0.0,0.0,0.0,0.0,0.0
611,дигай,дига,verb,"aor, ptp",дига-й,0,дигай,дига,verb,"aor, ptp",диг-ай,1.0,1.0,1.0,0.0,0.0
612,гатфар,гатфар,n,abs,гатфар,0,гатфар,гатфар,n,abs,гатфар,1.0,1.0,1.0,1.0,1.0
613,вахтунал,вахт,n,"essive, super",вахтуна-л,0,вахтунал,вахт,n,"essive, super",вахтуна-л,1.0,1.0,1.0,1.0,1.0
614,КӀанзава,кӀан,verb,imperf,кӀан-зава,0,КӀанзава,кӀан,verb,imperf,кӀан-зава,1.0,1.0,1.0,1.0,1.0
615,ваз,вун,prn,dat,ва-з,0,ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
616,ацукь,ацукь,verb,imper,ацукь,0,ацукь,ацукь,verb,imper,ацукь,1.0,1.0,1.0,1.0,1.0
616,ацукь,ацукь,verb,per,ацукь,0,ацукь,ацукь,verb,imper,ацукь,1.0,1.0,0.0,1.0,0.0
617,цуьквер,цуьк,n,"abs, pl",цуькв-ер,0,цуьквер,цуьк,n,"abs, pl",цуькв-ер,1.0,1.0,1.0,1.0,1.0
618,тахтунал,тахт,n,"essive, super",тахтуна-л,0,тахтунал,тахт,n,"essive, super",тахтуна-л,1.0,1.0,1.0,1.0,1.0
619,Амай,ама,cop,ptp,ама-й,0,Амай,ама,cop,ptp,ама-й,1.0,1.0,1.0,1.0,1.0
620,ничхиррин,ничхир,n,"gen, pl",ничхир-ри-н,0,ничхиррин,ничхир,n,"gen, pl",ничхир-ри-н,1.0,1.0,1.0,1.0,1.0
621,из,и,verb,inf,и-з,0,из,и,verb,inf,и-з,1.0,1.0,1.0,1.0,1.0
622,дуван,дуван,n,abs,дуван,0,дуван,дуван,n,abs,дуван,1.0,1.0,1.0,1.0,1.0
622,дуван,дуван,verb,per,дуван,0,дуван,дуван,n,abs,дуван,1.0,0.0,0.0,1.0,0.0
623,бахтавар,бахтавар,adj,,бахтавар,0,бахтавар,бахтавар,n,abs,бахтавар,1.0,0.0,0.0,1.0,0.0
623,бахтавар,бахтавар,n,abs,бахтавар,0,бахтавар,бахтавар,n,abs,бахтавар,1.0,1.0,1.0,1.0,1.0
624,Цуькверивди,цуьк,n,"ad, directive, pl",цуькв-ери-в-ди,0,Цуькверивди,цуьк,n,"ad, directive, pl",цуькв-ери-в-ди,1.0,1.0,1.0,1.0,1.0
625,къугъун,къугъун,n,abs,къугъун,0,къугъун,къугъу,verb,msd,къугъу-н,0.0,0.0,0.0,0.0,0.0
625,къугъун,къугъу,verb,per,къугъун,0,къугъун,къугъу,verb,msd,къугъу-н,1.0,1.0,0.0,0.0,0.0
625,къугъун,къугъу,verb,msd,къугъу-н,0,къугъун,къугъу,verb,msd,къугъу-н,1.0,1.0,1.0,1.0,1.0
626,я,я,cop,imperf,я,0,я,я,cop,imperf,я,1.0,1.0,1.0,1.0,1.0
627,ви,вун,prn,gen,ви,0,ви,вун,prn,gen,ви,1.0,1.0,1.0,1.0,1.0
628,кӀвалахар,кӀвалахар,verb,per,кӀвалахар,0,кӀвалахар,кӀвалах,n,"abs, pl",кӀвалах-ар,0.0,0.0,0.0,0.0,0.0
628,кӀвалахар,кӀвалах,n,"abs, pl",кӀвалах-ар,0,кӀвалахар,кӀвалах,n,"abs, pl",кӀвалах-ар,1.0,1.0,1.0,1.0,1.0
629,Чуьллера,чуьл,n,"essive, in, pl",чуьл-лер-а,0,Чуьллера,чуьл,n,"essive, in, pl",чуьл-лер-а,1.0,1.0,1.0,1.0,1.0
630,хъваз,хъва,verb,inf,хъва-з,0,хъваз,хъва,verb,inf,хъва-з,1.0,1.0,1.0,1.0,1.0
631,таза,таза,adj,,таза,0,таза,таза,adj,,таза,1.0,1.0,1.0,1.0,1.0
632,къайи,къайи,adj,,къайи,0,къайи,къайи,adj,,къайи,1.0,1.0,1.0,1.0,1.0
633,булахар,булах,n,"abs, pl",булах-ар,0,булахар,булах,n,"abs, pl",булах-ар,1.0,1.0,1.0,1.0,1.0
634,Рахаз,раха,verb,inf,раха-з,0,Рахаз,раха,verb,inf,раха-з,1.0,1.0,1.0,1.0,1.0
635,гьар,гьар,prn,,гьар,0,гьар,гьар,prn,,гьар,1.0,1.0,1.0,1.0,1.0
636,са,са,adj,,са,0,са,са,num,,са,1.0,0.0,1.0,1.0,0.0
636,са,са,num,,са,0,са,са,num,,са,1.0,1.0,1.0,1.0,1.0
636,са,са,part,,са,0,са,са,num,,са,1.0,0.0,1.0,1.0,0.0
637,аваз,ава,cop,cvb,ава-з,0,аваз,аваз,n,abs,аваз,0.0,0.0,0.0,0.0,0.0
638,ийиз,ийи,verb,inf,ийи-з,0,ийиз,ийи,verb,inf,ийи-з,1.0,1.0,1.0,1.0,1.0
639,дамахар,дамахар,verb,per,дамахар,0,дамахар,дамах,n,"abs, pl",дамах-ар,0.0,0.0,0.0,0.0,0.0
639,дамахар,дамах,n,"abs, pl",дамах-ар,0,дамахар,дамах,n,"abs, pl",дамах-ар,1.0,1.0,1.0,1.0,1.0
640,Ашкъи,ашкъи,n,abs,ашкъи,0,Ашкъи,ашкъи,n,abs,ашкъи,1.0,1.0,1.0,1.0,1.0
641,гьавалу,гьавалу,adj,,гьавалу,0,гьавалу,гьавалу,adj,,гьавалу,1.0,1.0,1.0,1.0,1.0
642,я,я,cop,imperf,я,0,я,я,cop,imperf,я,1.0,1.0,1.0,1.0,1.0
643,ваз,вун,prn,dat,ва-з,0,ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
644,кьарар,кьар,n,"abs, pl",кьар-ар,0,кьарар,кьар,n,"abs, pl",кьар-ар,1.0,1.0,1.0,1.0,1.0
645,авач,ава,cop,neg,ава-ч,0,авач,ава,cop,neg,ава-ч,1.0,1.0,1.0,1.0,1.0
646,ХъуьтӀуьн,кьуьд,n,gen,хъуьтӀуь-н,0,ХъуьтӀуьн,кьуьд,n,gen,хъуьтӀуь-н,1.0,1.0,1.0,1.0,1.0
646,ХъуьтӀуьн,хъуьтӀуьн,adj,,хъуьтӀуьн,0,ХъуьтӀуьн,кьуьд,n,gen,хъуьтӀуь-н,0.0,0.0,0.0,0.0,0.0
647,зегьмет,зегьмет,n,abs,зегьмет,0,зегьмет,зегьмет,n,abs,зегьмет,1.0,1.0,1.0,1.0,1.0
648,амач,ама,cop,neg,ама-ч,0,амач,ама,cop,neg,ама-ч,1.0,1.0,1.0,1.0,1.0
649,ваз,вун,prn,dat,ва-з,0,ваз,вун,prn,dat,ва-з,1.0,1.0,1.0,1.0,1.0
650,хабар,хабар,n,abs,хабар,0,хабар,хабар,n,abs,хабар,1.0,1.0,1.0,1.0,1.0
650,хабар,хабар,verb,per,хабар,0,хабар,хабар,n,abs,хабар,1.0,0.0,0.0,1.0,0.0
651,авач,ава,cop,neg,ава-ч,0,авач,ава,cop,neg,ава-ч,1.0,1.0,1.0,1.0,1.0
652,Етим,етим,adj,,етим,0,Етим,етим,n,abs,етим,1.0,0.0,0.0,1.0,0.0
652,Етим,етим,n,abs,етим,0,Етим,етим,n,abs,етим,1.0,1.0,1.0,1.0,1.0
652,Етим,етим,verb,per,етим,0,Етим,етим,n,abs,етим,1.0,0.0,0.0,1.0,0.0
653,Эминан,,,,,1,Эминан,эмин,n,gen,эмина-н,0.0,0.0,0.0,0.0,0.0
654,гъамни,гъам,n,add,гъам-ни,0,гъамни,гъам,n,add,гъам-ни,1.0,1.0,1.0,1.0,1.0
655,гьижран,гьижран,n,abs,гьижран,0,гьижран,гьижран,n,abs,гьижран,1.0,1.0,1.0,1.0,1.0
656,бахтавар,бахтавар,adj,,бахтавар,0,бахтавар,бахтавар,n,abs,бахтавар,1.0,0.0,0.0,1.0,0.0
656,бахтавар,бахтавар,n,abs,бахтавар,0,бахтавар,бахтавар,n,abs,бахтавар,1.0,1.0,1.0,1.0,1.0
657,Урусатдин,,,,,1,Урусатдин,урусат,n,gen,урусатди-н,0.0,0.0,0.0,0.0,0.0
658,цуьк,цуьк,n,abs,цуьк,0,цуьк,цуьк,n,abs,цуьк,1.0,1.0,1.0,1.0,1.0
659,Иштиракзавай,,,,,1,Иштиракзавай,иштирак,verb,"imperf, ptp",иштирак-зава-й,0.0,0.0,0.0,0.0,0.0
660,ксар,кас,n,"abs, pl",кс-ар,0,ксар,кас,n,"abs, pl",кс-ар,1.0,1.0,1.0,1.0,1.0
661,Зина,зина,n,abs,зина,0,Зина,зина,n,abs,зина,1.0,1.0,1.0,1.0,1.0
662,Казакова,,,,,1,Казакова,казакова,n,abs,казакова,0.0,0.0,0.0,0.0,0.0
663,зоотехник,,,,,1,зоотехник,зоотехник,n,abs,зоотехник,0.0,0.0,0.0,0.0,0.0
664,хуьруьн,хуьруьн,adj,,хуьруьн,0,хуьруьн,хуьр,n,gen,хуьруь-н,0.0,0.0,0.0,0.0,0.0
664,хуьруьн,хуьр,n,gen,хуьруь-н,0,хуьруьн,хуьр,n,gen,хуьруь-н,1.0,1.0,1.0,1.0,1.0
665,майишатдин,майишат,n,gen,майишатди-н,0,майишатдин,майишат,n,gen,майишатди-н,1.0,1.0,1.0,1.0,1.0
666,илимрин,илим,n,"gen, pl",илим-ри-н,0,илимрин,илим,n,"gen, pl",илим-ри-н,1.0,1.0,1.0,1.0,1.0
667,кандидат,кандидат,n,abs,кандидат,0,кандидат,кандидат,n,abs,кандидат,1.0,1.0,1.0,1.0,1.0
668,Самур,,,,,1,Самур,самур,n,abs,самур,0.0,0.0,0.0,0.0,0.0
669,совхоздин,совхоз,n,gen,совхозди-н,0,совхоздин,совхоз,n,gen,совхозди-н,1.0,1.0,1.0,1.0,1.0
670,отделениедин,отделение,n,gen,отделениеди-н,0,отделениедин,отделение,n,gen,отделениеди-н,1.0,1.0,1.0,1.0,1.0
671,заведующий,заведующий,n,abs,заведующий,0,заведующий,заведующий,n,abs,заведующий,1.0,1.0,1.0,1.0,1.0
672,Аслан,аслан,n,abs,аслан,0,Аслан,аслан,n,abs,аслан,1.0,1.0,1.0,1.0,1.0
673,Али,али,n,abs,али,0,Али,али,n,abs,али,1.0,1.0,1.0,1.0,1.0
674,чубанар,чубан,n,"abs, pl",чубан-ар,0,чубанар,чубан,n,"abs, pl",чубан-ар,1.0,1.0,1.0,1.0,1.0
675,Мержан,мержан,n,abs,мержан,0,Мержан,мержан,n,abs,мержан,1.0,1.0,1.0,1.0,1.0
676,Забуран,,,,,1,Забуран,забур,n,gen,забура-н,0.0,0.0,0.0,0.0,0.0
677,вах,вах,n,abs,вах,0,вах,вах,n,abs,вах,1.0,1.0,1.0,1.0,1.0
678,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
679,Аслананни,аслан,n,"add, gen",аслана-н-ни,0,Аслананни,аслан,n,"add, gen",аслана-н-ни,1.0,1.0,1.0,1.0,1.0
680,Перидин,пери,n,gen,периди-н,0,Перидин,пери,n,gen,периди-н,1.0,1.0,1.0,1.0,1.0
681,баде,баде,n,abs,баде,0,баде,баде,n,abs,баде,1.0,1.0,1.0,1.0,1.0
682,Варис,варис,n,abs,варис,0,Варис,варис,n,abs,варис,1.0,1.0,1.0,1.0,1.0
683,ниси,ниси,n,abs,ниси,0,ниси,ниси,n,abs,ниси,1.0,1.0,1.0,1.0,1.0
684,ийидай,ийи,verb,"fut, ptp",ийи-да-й,0,ийидай,ийи,verb,"fut, ptp",ийи-да-й,1.0,1.0,1.0,1.0,1.0
685,заводдин,завод,n,gen,заводди-н,0,заводдин,завод,n,gen,заводди-н,1.0,1.0,1.0,1.0,1.0
686,устӀар,,,,,1,устӀар,устӀар,n,abs,устӀар,0.0,0.0,0.0,0.0,0.0
687,Забур,,,,,1,Забур,забур,n,abs,забур,0.0,0.0,0.0,0.0,0.0
688,зоотехник,,,,,1,зоотехник,зоотехник,n,abs,зоотехник,0.0,0.0,0.0,0.0,0.0
689,хуьруьн,хуьруьн,adj,,хуьруьн,0,хуьруьн,хуьр,n,gen,хуьруь-н,0.0,0.0,0.0,0.0,0.0
689,хуьруьн,хуьр,n,gen,хуьруь-н,0,хуьруьн,хуьр,n,gen,хуьруь-н,1.0,1.0,1.0,1.0,1.0
690,майишатдин,майишат,n,gen,майишатди-н,0,майишатдин,майишат,n,gen,майишатди-н,1.0,1.0,1.0,1.0,1.0
691,илимрин,илим,n,"gen, pl",илим-ри-н,0,илимрин,илим,n,"gen, pl",илим-ри-н,1.0,1.0,1.0,1.0,1.0
692,кандидат,кандидат,n,abs,кандидат,0,кандидат,кандидат,n,abs,кандидат,1.0,1.0,1.0,1.0,1.0
693,Рагьим,рагьим,n,abs,рагьим,0,Рагьим,рагьим,n,abs,рагьим,1.0,1.0,1.0,1.0,1.0
694,хуьруьн,хуьруьн,adj,,хуьруьн,0,хуьруьн,хуьр,n,gen,хуьруь-н,0.0,0.0,0.0,0.0,0.0
694,хуьруьн,хуьр,n,gen,хуьруь-н,0,хуьруьн,хуьр,n,gen,хуьруь-н,1.0,1.0,1.0,1.0,1.0
695,агъсакъал,агъсакъал,n,abs,агъсакъал,0,агъсакъал,агъсакъал,n,abs,агъсакъал,1.0,1.0,1.0,1.0,1.0
696,Совхоздин,совхоз,n,gen,совхозди-н,0,Совхоздин,совхоз,n,gen,совхозди-н,1.0,1.0,1.0,1.0,1.0
697,рабочияр,,,,,1,рабочияр,рабочи,n,"abs, pl",рабочи-яр,0.0,0.0,0.0,0.0,0.0
698,рушарни,руш,n,"abs, add, pl",руш-ар-ни,0,рушарни,руш,n,"abs, add, pl",руш-ар-ни,1.0,1.0,1.0,1.0,1.0
699,гадаяр,гада,n,"abs, pl",гада-яр,0,гадаяр,гада,n,"abs, pl",гада-яр,1.0,1.0,1.0,1.0,1.0
700,И,и,prn,,и,0,И,и,prn,,и,1.0,1.0,1.0,1.0,1.0
701,комедияда,комедия,n,"essive, in",комедияд-а,0,комедияда,комедия,n,"essive, in",комедияд-а,1.0,1.0,1.0,1.0,1.0
702,дагъдин,дагъдин,adj,,дагъдин,0,дагъдин,дагъ,n,gen,дагъди-н,0.0,0.0,0.0,0.0,0.0
702,дагъдин,дагъ,n,gen,дагъди-н,0,дагъдин,дагъ,n,gen,дагъди-н,1.0,1.0,1.0,1.0,1.0
703,хуьре,хуьр,n,erg,хуьр-е,0,хуьре,хуьр,n,"essive, in",хуьр-е,1.0,1.0,0.0,1.0,0.0
703,хуьре,хуьр,n,"essive, in",хуьр-е,0,хуьре,хуьр,n,"essive, in",хуьр-е,1.0,1.0,1.0,1.0,1.0
704,намусдалди,намусдалди,adv,,намусдалди,0,намусдалди,намус,n,"directive, super",намусда-л-ди,0.0,0.0,0.0,0.0,0.0
704,намусдалди,намус,n,"directive, super",намусда-л-ди,0,намусдалди,намус,n,"directive, super",намусда-л-ди,1.0,1.0,1.0,1.0,1.0
705,зегьмет,зегьмет,n,abs,зегьмет,0,зегьмет,зегьмет,n,abs,зегьмет,1.0,1.0,1.0,1.0,1.0
706,чӀугвазвай,чӀугва,verb,"imperf, ptp",чӀугва-зва-й,0,чӀугвазвай,чӀугва,verb,"imperf, ptp",чӀугва-зва-й,1.0,1.0,1.0,1.0,1.0
707,жегьилрикай,жегьил,n,"elative, pl, sub",жегьил-ри-к-ай,0,жегьилрикай,жегьил,n,"elative, pl, sub",жегьил-ри-к-ай,1.0,1.0,1.0,1.0,1.0
708,абурун,а,prn,"gen, pl",абуру-н,0,абурун,а,prn,"gen, pl",абуру-н,1.0,1.0,1.0,1.0,1.0
709,гьерекатрикай,гьерекат,n,"elative, pl, sub",гьерекат-ри-к-ай,0,гьерекатрикай,гьерекат,n,"elative, pl, sub",гьерекат-ри-к-ай,1.0,1.0,1.0,1.0,1.0
710,ва,ва,conj,,ва,0,ва,ва,conj,,ва,1.0,1.0,1.0,1.0,1.0
710,ва,вун,prn,"essive, in",в-а,0,ва,ва,conj,,ва,0.0,0.0,0.0,0.0,0.0
711,алакъайрикай,алакъа,n,"elative, pl, sub",алакъа-йри-к-ай,0,алакъайрикай,алакъа,n,"elative, pl, sub",алакъа-йри-к-ай,1.0,1.0,1.0,1.0,1.0
712,суьгьбет,суьгьбет,n,abs,суьгьбет,0,суьгьбет,суьгьбет,verb,per,суьгьбет,1.0,0.0,0.0,1.0,0.0
712,суьгьбет,суьгьбет,verb,per,суьгьбет,0,суьгьбет,суьгьбет,verb,per,суьгьбет,1.0,1.0,1.0,1.0,1.0
713,физва,фи,verb,imperf,фи-зва,0,физва,фи,verb,imperf,фи-зва,1.0,1.0,1.0,1.0,1.0
714,Жегьилри,жегьил,n,"erg, pl",жегьил-ри,0,Жегьилри,жегьил,n,"erg, pl",жегьил-ри,1.0,1.0,1.0,1.0,1.0
715,чпин,чеб,prn,gen,чпи-н,0,чпин,чеб,prn,gen,чпи-н,1.0,1.0,1.0,1.0,1.0
716,кьисмет,кьисмет,n,abs,кьисмет,0,кьисмет,кьисмет,n,abs,кьисмет,1.0,1.0,1.0,1.0,1.0
716,кьисмет,кьисмет,verb,per,кьисмет,0,кьисмет,кьисмет,n,abs,кьисмет,1.0,0.0,0.0,1.0,0.0
717,икӀ,икӀ,adv,,икӀ,0,икӀ,икӀ,conj,,икӀ,1.0,0.0,1.0,1.0,0.0
718,гьялунал,гьял,verb,"essive, msd, super",гьял-уна-л,0,гьялунал,гьял,verb,"essive, msd, super",гьял-уна-л,1.0,1.0,1.0,1.0,1.0
719,вири,вири,adv,,вири,0,вири,вири,prn,,вири,1.0,0.0,1.0,1.0,0.0
719,вири,вири,n,abs,вири,0,вири,вири,prn,,вири,1.0,0.0,0.0,1.0,0.0
719,вири,вири,prn,,вири,0,вири,вири,prn,,вири,1.0,1.0,1.0,1.0,1.0
719,вири,вир,n,erg,вир-и,0,вири,вири,prn,,вири,0.0,0.0,0.0,0.0,0.0
720,рази,рази,adj,,рази,0,рази,рази,adj,,рази,1.0,1.0,1.0,1.0,1.0
721,жезва,же,verb,imperf,же-зва,0,жезва,же,verb,imperf,же-зва,1.0,1.0,1.0,1.0,1.0
722,Агъадихъ,агъа,n,"essive, post",агъади-хъ,0,Агъадихъ,агъадихъ,adv,,агъадихъ,0.0,0.0,0.0,0.0,0.0
723,комедиядин,комедия,n,gen,комедияди-н,0,комедиядин,комедия,n,gen,комедияди-н,1.0,1.0,1.0,1.0,1.0
724,эхиримжи,эхиримжи,adj,,эхиримжи,0,эхиримжи,эхиримжи,adj,,эхиримжи,1.0,1.0,1.0,1.0,1.0
725,шикил,,,,,1,шикил,шикил,n,abs,шикил,0.0,0.0,0.0,0.0,0.0
726,гузва,гу,verb,imperf,гу-зва,0,гузва,гу,verb,imperf,гу-зва,1.0,1.0,1.0,1.0,1.0
727,Кьвед,кьвед,num,,кьвед,0,Кьвед,кьвед,num,,кьвед,1.0,1.0,1.0,1.0,1.0
728,лагьай,лагьай,conj,,лагьай,0,лагьай,лагьай,ord,,лагьай,1.0,0.0,1.0,1.0,0.0
728,лагьай,лагьай,ord,,лагьай,0,лагьай,лагьай,ord,,лагьай,1.0,1.0,1.0,1.0,1.0
728,лагьай,лагьа,verb,"aor, ptp",лагьа-й,0,лагьай,лагьай,ord,,лагьай,0.0,0.0,0.0,0.0,0.0
729,перде,перде,n,abs,перде,0,перде,перде,n,abs,перде,1.0,1.0,1.0,1.0,1.0
730,Вад,вад,num,,вад,0,Вад,вад,num,,вад,1.0,1.0,1.0,1.0,1.0
731,лагьай,лагьай,conj,,лагьай,0,лагьай,лагьай,ord,,лагьай,1.0,0.0,1.0,1.0,0.0
731,лагьай,лагьай,ord,,лагьай,0,лагьай,лагьай,ord,,лагьай,1.0,1.0,1.0,1.0,1.0
731,лагьай,лагьа,verb,"aor, ptp",лагьа-й,0,лагьай,лагьай,ord,,лагьай,0.0,0.0,0.0,0.0,0.0
732,шикил,,,,,1,шикил,шикил,n,abs,шикил,0.0,0.0,0.0,0.0,0.0
733,Яргъай,яргъай,adv,,яргъай,0,Яргъай,яргъай,adv,,яргъай,1.0,1.0,1.0,1.0,1.0
734,зуьрнейринни,зуьрне,n,"add, gen, pl",зуьрне-йри-н-ни,0,зуьрнейринни,зуьрне,n,"add, gen, pl",зуьрне-йри-н-ни,1.0,1.0,1.0,1.0,1.0
735,далдамдин,далдам,n,gen,далдамди-н,0,далдамдин,далдам,n,gen,далдамди-н,1.0,1.0,1.0,1.0,1.0
736,ванер,ван,n,"abs, pl",ван-ер,0,ванер,ван,n,"abs, pl",ван-ер,1.0,1.0,1.0,1.0,1.0
737,къведа,къве,verb,fut,къве-да,0,къведа,къве,verb,fut,къве-да,1.0,1.0,1.0,1.0,1.0
738,абур,абур,n,abs,абур,0,абур,а,prn,"abs, pl",абур,0.0,0.0,0.0,1.0,0.0
738,абур,а,prn,"abs, pl",абур,0,абур,а,prn,"abs, pl",абур,1.0,1.0,1.0,1.0,1.0
739,къвердавай,къвердавай,adv,,къвердавай,0,къвердавай,къвердавай,adv,,къвердавай,1.0,1.0,1.0,1.0,1.0
739,къвердавай,къве,verb,grad,къве-рдавай,0,къвердавай,къвердавай,adv,,къвердавай,0.0,0.0,0.0,0.0,0.0
740,мукьвал,мукьвал,adj,,мукьвал,0,adv near мукьвал,мукьвал,adj,,мукьвал<adv>,1.0,1.0,1.0,0.0,0.0
740,мукьвал,мукьвал,adv,,мукьвал,0,adv near мукьвал,мукьвал,adj,,мукьвал<adv>,1.0,0.0,1.0,0.0,0.0
740,мукьвал,мукьвал,verb,per,мукьвал,0,adv near мукьвал,мукьвал,adj,,мукьвал<adv>,1.0,0.0,0.0,0.0,0.0
741,жеда,же,verb,fut,же-да,0,жеда,же,verb,fut,же-да,1.0,1.0,1.0,1.0,1.0
742,Ура,ура,intj,,ура,0,Ура,ура,intj,,ура,1.0,1.0,1.0,1.0,1.0
743,Свас,свас,n,abs,свас,0,Свас,свас,n,abs,свас,1.0,1.0,1.0,1.0,1.0
744,хтана,хта,verb,aor,хта-на,0,хтана,хта,verb,aor,хта-на,1.0,1.0,1.0,1.0,1.0
745,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
746,гьинва,,,,,1,гьинва,гьи,adv,be.in,гьин-ва,0.0,0.0,0.0,0.0,0.0
747,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
748,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
749,Чукурда,чукур,verb,fut,чукур-да,0,Чукурда,чукур,verb,fut,чукур-да,1.0,1.0,1.0,1.0,1.0
750,За,зун,prn,erg,за,0,За,зун,prn,erg,за,1.0,1.0,1.0,1.0,1.0
750,За,зун,prn,"essive, in",з-а,0,За,зун,prn,erg,за,1.0,1.0,0.0,0.0,0.0
751,исятда,исятда,adv,,исятда,0,исятда,исятда,adv,,исятда,1.0,1.0,1.0,1.0,1.0
752,адаз,а,prn,"dat, sg",ада-з,0,адаз,а,prn,"dat, sg",ада-з,1.0,1.0,1.0,1.0,1.0
753,эверда,эвер,n,"essive, in",эверд-а,0,эверда,эвер,verb,fut,эвер-да,1.0,0.0,0.0,0.0,0.0
753,эверда,эвер,verb,fut,эвер-да,0,эверда,эвер,verb,fut,эвер-да,1.0,1.0,1.0,1.0,1.0
754,Акъваз,акъваз,intj,,акъваз,0,Акъваз,акъваз,verb,imper,акъваз,1.0,0.0,0.0,1.0,0.0
754,Акъваз,акъваз,verb,imper,акъваз,0,Акъваз,акъваз,verb,imper,акъваз,1.0,1.0,1.0,1.0,1.0
754,Акъваз,акъваз,verb,per,акъваз,0,Акъваз,акъваз,verb,imper,акъваз,1.0,1.0,0.0,1.0,0.0
755,Пери,пери,n,abs,пери,0,Пери,пери,n,abs,пери,1.0,1.0,1.0,1.0,1.0
756,Тади,тади,adj,,тади,0,Тади,тади,adj,,тади,1.0,1.0,1.0,1.0,1.0
756,Тади,тади,n,abs,тади,0,Тади,тади,adj,,тади,1.0,0.0,0.0,1.0,0.0
756,Тади,та,verb,afut,та-ди,0,Тади,тади,adj,,тади,0.0,0.0,0.0,0.0,0.0
757,къачумир,къачу,verb,prohib,къачу-мир,0,къачумир,къачу,verb,prohib,къачу-мир,1.0,1.0,1.0,1.0,1.0
758,Рушар,руша,verb,aimpp,руша-р,0,Рушар,руш,n,"abs, pl",руш-ар,0.0,0.0,0.0,0.0,0.0
758,Рушар,руш,n,"abs, pl",руш-ар,0,Рушар,руш,n,"abs, pl",руш-ар,1.0,1.0,1.0,1.0,1.0
759,Ша,ша,part,,ша,0,Ша,ша,verb,imper,ша,1.0,0.0,0.0,1.0,0.0
759,Ша,ша,verb,imper,ша,0,Ша,ша,verb,imper,ша,1.0,1.0,1.0,1.0,1.0
760,чна,чун,prn,erg,чна,0,чна,чун,prn,erg,чна,1.0,1.0,1.0,1.0,1.0
761,Ажай,,,,,1,Ажай,ажай,n,abs,ажай,0.0,0.0,0.0,0.0,0.0
762,къари,къари,n,abs,къари,0,къари,къари,n,abs,къари,1.0,1.0,1.0,1.0,1.0
763,кутугай,кутугай,adj,,кутугай,0,кутугай,кутугай,adj,,кутугай,1.0,1.0,1.0,1.0,1.0
764,къаршиламишда,къаршиламиш,verb,fut,къаршиламиш-да,0,къаршиламишда,къаршиламиш,verb,fut,къаршиламиш-да,1.0,1.0,1.0,1.0,1.0
765,За,зун,prn,erg,за,0,За,зун,prn,erg,за,1.0,1.0,1.0,1.0,1.0
765,За,зун,prn,"essive, in",з-а,0,За,зун,prn,erg,за,1.0,1.0,0.0,0.0,0.0
766,гъил,гъил,n,abs,гъил,0,гъил,гъил,n,abs,гъил,1.0,1.0,1.0,1.0,1.0
767,хкажна,хкаж,verb,aoc,хкаж-на,0,хкажна,хкаж,verb,aoc,хкаж-на,1.0,1.0,1.0,1.0,1.0
768,агъузун,агъуз,verb,msd,агъуз-ун,0,агъузун,агъуз,verb,msd,агъуз-ун,1.0,1.0,1.0,1.0,1.0
