id,word,predicted_stem,predicted_pos,predicted_tags,predicted_sep_form,unrecognized
474,вагьши,вагьши,n,abs,вагьши,0
475,гьайван,гьайван,n,abs,гьайван,0
476,ятӀа,я,cop,cnd,я-тӀа,0
477,лугьузвай,лугьу,verb,"imperf,pst",лугьу-зва-й,0
478,Жанавурди,жанавур,n,erg,жанавур-ди,0
479,къарпузар,къарпуз,n,"pl,abs",къарпуз-ар,0
480,тарашун,тараш,verb,msd,тараш-ун,0
481,гьич,гьич,adv,,гьич,0
481,гьич,гьич,part,,гьич,0
481,гьич,гьич,verb,per,гьич,0
482,фикирдизни,фикир,n,"dat,add",фикирди-з-ни,0
483,къведай,къве,verb,"fut,ptp",къве-да-й,0
484,кӀвалах,кӀвалах,n,abs,кӀвалах,0
484,кӀвалах,кӀвалах,verb,per,кӀвалах,0
485,туш,я,cop,neg,туш,0
